Date,Check #,Donor,Address,Address 2,City,ST,Zip,Account,Amount,Memo
3/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,400,71390 - FCF - The Light Center
3/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,150,71390 - FCF - The Light Center
3/20/2016,0,,,,,,,4171100 7 FCF - General Fund,150,71100 - FCF General Fund
3/20/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
3/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,35,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
3/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,20,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
3/20/2016,0,,,,,,,4171250 7 FCF - HUG Project,20,71250 - FCF - HUG Project
3/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,154.5,71171 - FCF - Boonrang Family Ministry
3/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
3/21/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
3/21/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
3/21/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,20.6,71110 - FCF - Ban San Rak
3/21/2016,10890,,,,,,,4171210 7 FCF - GOH Children's Center,20,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
3/21/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
3/21/2016,5791,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
3/21/2016,0,,,,,,,4171115 7 FCF - Ban San Rak Bys. Trans Hm,51.5,71115 - FCF -Ban San Rak Bystrzycki Transition Home
3/22/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
3/25/2016,0,,,,,,,4171105 7 FCF - Cost Share Fund,"1,850.05",71105 - FCF - Cost Share Fund
3/25/2016,0,,,,,,,4171100 7 FCF - General Fund,"1,586.38",71100 - FCF General Fund
3/25/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,"1,200.00",71110 - FCF - Ban San Rak
3/25/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
3/25/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
3/25/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
3/25/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
3/27/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,150,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
3/27/2016,0,,,,,,,4171391 7 FCF - Maternity Home,25,71391 - FCF - Maternity Home
3/27/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,25,71171 - FCF - Boonrang Family Ministry
3/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,300,71390 - FCF - The Light Center
3/28/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,150,71171 - FCF - Boonrang Family Ministry
3/28/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,80,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
3/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
3/28/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,36.05,71230 - FCF - Home of the Peaceful Heart
3/28/2016,11786,,,,,,,4171310 7 FCF - Lahu Ministry,"2,112.00",71310 - FCF - Lahu Ministry
3/28/2016,5950,,,,,,,4171140 7 FCF - Compass31,"1,600.00",71140 - FCF - Compass31
3/28/2016,1115,,,,,,,4171210 7 FCF - GOH Children's Center,"1,000.00",71210 - FCF - Garden of Hope Children's Center/Tawsaeng
3/28/2016,995092,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,817,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
3/28/2016,11707995,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,200,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
3/28/2016,31547,,,,,,,4171160 7 FCF - Connie's Home,150,71160 - FCF - Connie's Home
3/28/2016,4297,,,,,,,4171391 7 FCF - Maternity Home,100,71391 - FCF - Maternity Home
3/28/2016,327,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
3/30/2016,0,,,,,,,4171100 7 FCF - General Fund,140,71100 - FCF General Fund
3/31/2016,0,,,,,,,4171420 7 FCF - The Wade Project,50,71420 - FCF - The Wade Project
4/1/2016,0,,,,,,,4171390 7 FCF - The Light Center,20,71390 - FCF - The Light Center
4/2/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
4/3/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,103,71110 - FCF - Ban San Rak
4/4/2016,11264,,,,,,,4171160 7 FCF - Connie's Home,"1,000.00",71160 - FCF - Connie's Home
4/4/2016,11788,,,,,,,4171310 7 FCF - Lahu Ministry,528,71310 - FCF - Lahu Ministry
4/4/2016,56639700,,,,,,,4171110 7 FCF - Ban San Rak,300,71110 - FCF - Ban San Rak
4/4/2016,55954492,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
4/4/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
4/5/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,25,71340 - FCF - New Life Ministries
4/6/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,51.5,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/7/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,250,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/7/2016,0,,,,,,,4171250 7 FCF - HUG Project,200,71250 - FCF - HUG Project
4/8/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
4/9/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,300,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
4/9/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,103,71380 - FCF - Seed of Hope
4/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,250,71171 - FCF - Boonrang Family Ministry
4/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
4/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
4/11/2016,8563,,,,,,,4171420 7 FCF - The Wade Project,"5,000.00",71420 - FCF - The Wade Project
4/11/2016,57542716,,,,,,,4171210 7 FCF - GOH Children's Center,300,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/11/2016,996649,,,,,,,4171110 7 FCF - Ban San Rak,250,71110 - FCF - Ban San Rak
4/11/2016,9863,,,,,,,4171210 7 FCF - GOH Children's Center,50,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/11/2016,26332,,,,,,,4171190 7 FCF - Education Matters,500,71190 - FCF - Education Matters
4/11/2016,0,,,,,,,4171290 7 FCF - Kingdom Kids,200,71290 - FCF - Kingdom Kids
4/11/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
4/11/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,30.9,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/13/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,75,71110 - FCF - Ban San Rak
4/13/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
4/14/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,206,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
4/14/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,185.4,71171 - FCF - Boonrang Family Ministry
4/14/2016,0,,,,,,,4171390 7 FCF - The Light Center,30,71390 - FCF - The Light Center
4/15/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,600,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,257.5,71390 - FCF - The Light Center
4/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
4/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
4/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
4/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
4/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
4/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
4/15/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,20,71380 - FCF - Seed of Hope
4/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
4/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
4/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,36.05,71390 - FCF - The Light Center
4/17/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
4/18/2016,20911,,,,,,,4171310 7 FCF - Lahu Ministry,"1,800.00",71310 - FCF - Lahu Ministry
4/18/2016,997139,,,,,,,4171110 7 FCF - Ban San Rak,400,71110 - FCF - Ban San Rak
4/18/2016,16462863,,,,,,,4171171 7 FCF - Boonrang Family Ministry,200,71171 - FCF - Boonrang Family Ministry
4/18/2016,31636,,,,,,,4171160 7 FCF - Connie's Home,150,71160 - FCF - Connie's Home
4/18/2016,3484,,,,,,,4171380 7 FCF - Seed of Hope,100,71380 - FCF - Seed of Hope
4/18/2016,0,,,,,,,4171100 7 FCF - General Fund,350,71100 - FCF General Fund
4/18/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,300,71171 - FCF - Boonrang Family Ministry
4/18/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
4/18/2016,995530,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,361.72,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund - Insurance contribution
4/19/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
4/19/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,50,71230 - FCF - Home of the Peaceful Heart
4/19/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,25,71380 - FCF - Seed of Hope
4/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,400,71390 - FCF - The Light Center
4/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,150,71390 - FCF - The Light Center
4/20/2016,0,,,,,,,4171100 7 FCF - General Fund,150,71100 - FCF General Fund
4/20/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
4/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,35,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,20,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/20/2016,0,,,,,,,4171250 7 FCF - HUG Project,20,71250 - FCF - HUG Project
4/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,154.5,71171 - FCF - Boonrang Family Ministry
4/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
4/21/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
4/21/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
4/22/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
4/23/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,150,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
4/25/2016,0,,,,,,,4171105 7 FCF - Cost Share Fund,"1,015.00",71105 - FCF - Cost Share Fund
4/25/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
4/25/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
4/25/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
4/25/2016,0,,,,,,,4171190 7 FCF - Education Matters,29.87,71190 - FCF - Education Matters
4/25/2016,1119,,,,,,,4171210 7 FCF - GOH Children's Center,"1,000.00",71210 - FCF - Garden of Hope Children's Center/Tawsaeng
4/25/2016,331,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
4/25/2016,5821,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
4/27/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
4/27/2016,0,,,,,,,4171391 7 FCF - Maternity Home,25,71391 - FCF - Maternity Home
4/27/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,25,71171 - FCF - Boonrang Family Ministry
4/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,300,71390 - FCF - The Light Center
4/28/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,150,71171 - FCF - Boonrang Family Ministry
4/28/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,80,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
4/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
4/28/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,36.05,71230 - FCF - Home of the Peaceful Heart
5/1/2016,0,,,,,,,4171190 7 FCF - Education Matters,29.87,71190 - FCF - Education Matters
5/1/2016,0,,,,,,,4171390 7 FCF - The Light Center,20,71390 - FCF - The Light Center
5/2/2016,11271,,,,,,,4171160 7 FCF - Connie's Home,"1,000.00",71160 - FCF - Connie's Home
5/2/2016,18133201,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
5/2/2016,1842,,,,,,,4171105 7 FCF - Cost Share Fund,145.67,71105 - FCF - Cost Share Fund
5/2/2016,64508016,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
5/2/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
5/2/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/3/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,103,71110 - FCF - Ban San Rak
5/3/2016,0,,,,,,,4171420 7 FCF - The Wade Project,50,71420 - FCF - The Wade Project
5/5/2016,0,,,,,,,4171105 7 FCF - Cost Share Fund,535.6,71105 - FCF - Cost Share Fund
5/5/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,25,71340 - FCF - New Life Ministries
5/6/2016,0,,,,,,,4171325 7 FCF - Living Mosaics,500,71325 - FCF - Living Mosaics
5/6/2016,0,,,,,,,4171100 7 FCF - General Fund,445,71100 - FCF General Fund
5/7/2016,0,,,,,,,4171250 7 FCF - HUG Project,200,71250 - FCF - HUG Project
5/7/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,100,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/8/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,630,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/8/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
5/9/2016,11798,,,,,,,4171310 7 FCF - Lahu Ministry,528,71310 - FCF - Lahu Ministry
5/9/2016,20381146,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
5/9/2016,3188,,,,,,,4171210 7 FCF - GOH Children's Center,400,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/9/2016,66166020,,,,,,,4171110 7 FCF - Ban San Rak,300,71110 - FCF - Ban San Rak
5/9/2016,66234489,,,,,,,4171210 7 FCF - GOH Children's Center,300,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/9/2016,1011537,,,,,,,4171110 7 FCF - Ban San Rak,250,71110 - FCF - Ban San Rak
5/9/2016,3490,,,,,,,4171380 7 FCF - Seed of Hope,100,71380 - FCF - Seed of Hope
5/9/2016,26527,,,,,,,4171190 7 FCF - Education Matters,500,71190 - FCF - Education Matters
5/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,250,71171 - FCF - Boonrang Family Ministry
5/10/2016,0,,,,,,,4171390 7 FCF - The Light Center,103,71390 - FCF - The Light Center
5/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
5/10/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,75,71380 - FCF - Seed of Hope
5/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
5/11/2016,0,,,,,,,4171105 7 FCF - Cost Share Fund,535.6,71105 - FCF - Cost Share Fund
5/11/2016,0,,,,,,,4171290 7 FCF - Kingdom Kids,200,71290 - FCF - Kingdom Kids
5/11/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
5/11/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,30.9,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/12/2016,0,,,,,,,4171190 7 FCF - Education Matters,257.5,71190 - FCF - Education Matters
5/13/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,75,71110 - FCF - Ban San Rak
5/13/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
5/14/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,206,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/14/2016,0,,,,,,,4171390 7 FCF - The Light Center,30,71390 - FCF - The Light Center
5/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,257.5,71390 - FCF - The Light Center
5/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
5/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
5/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
5/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
5/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
5/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
5/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,25,71390 - FCF - The Light Center
5/15/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,20,71380 - FCF - Seed of Hope
5/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
5/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
5/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,36.05,71390 - FCF - The Light Center
5/16/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,25,71390 - FCF - The Light Center
5/16/2016,31730,,,,,,,4171160 7 FCF - Connie's Home,"3,000.00",71160 - FCF - Connie's Home
5/16/2016,21045,,,,,,,4171310 7 FCF - Lahu Ministry,"1,800.00",71310 - FCF - Lahu Ministry
5/16/2016,126446,,,,,,,4171420 7 FCF - The Wade Project,"1,190.00",71420 - FCF - The Wade Project
5/16/2016,4245,,,,,,,4171380 7 FCF - Seed of Hope,700,71380 - FCF - Seed of Hope
5/16/2016,3201,,,,,,,4171380 7 FCF - Seed of Hope,425,71380 - FCF - Seed of Hope
5/16/2016,69014220,,,,,,,4171110 7 FCF - Ban San Rak,400,71110 - FCF - Ban San Rak
5/16/2016,31734,,,,,,,4171160 7 FCF - Connie's Home,150,71160 - FCF - Connie's Home
5/16/2016,68332895,,,,,,,4171210 7 FCF - GOH Children's Center,50,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,350,71390 - FCF - The Light Center
5/17/2016,0,,,,,,,4171160 7 FCF - Connie's Home,"1,400.00",71160 - FCF - Connie's Home
5/17/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
5/18/2016,0,,,,,,,4171100 7 FCF - General Fund,350,71100 - FCF General Fund
5/19/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
5/19/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,50,71230 - FCF - Home of the Peaceful Heart
5/19/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
5/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,468.65,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
5/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,150,71390 - FCF - The Light Center
5/20/2016,0,,,,,,,4171100 7 FCF - General Fund,150,71100 - FCF General Fund
5/20/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
5/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,35,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,20,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
5/20/2016,0,,,,,,,4171250 7 FCF - HUG Project,20,71250 - FCF - HUG Project
5/21/2016,0,,,,,,,4171117 7 FCF - BSR Hope Haven Ministries,600,71117 - FCF - BSR Hope Haven Ministries
5/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,154.5,71171 - FCF - Boonrang Family Ministry
5/21/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,150,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/21/2016,0,,,,,,,4171250 7 FCF - HUG Project,100,71250 - FCF - HUG Project
5/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
5/21/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
5/21/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,25,71380 - FCF - Seed of Hope
5/22/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
5/23/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,"1,000.00",71171 - FCF - Boonrang Family Ministry
5/23/2016,21632644,,,,,,,4171171 7 FCF - Boonrang Family Ministry,200,71171 - FCF - Boonrang Family Ministry
5/23/2016,5850,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
5/24/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,150,71340 - FCF - New Life Ministries
5/25/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
5/25/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
5/25/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
5/26/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
5/26/2016,0,,,,,,,4171100 7 FCF - General Fund,"1,030.00",71100 - FCF General Fund
5/27/2016,223920,,,,,,,4171380 7 FCF - Seed of Hope,"3,000.00",71380 - FCF - Seed of Hope
5/27/2016,6131,,,,,,,4171110 7 FCF - Ban San Rak,961,71110 - FCF - Ban San Rak
5/27/2016,0,,,,,,,4171250 7 FCF - HUG Project,103,71250 - FCF - HUG Project
5/27/2016,0,,,,,,,4171391 7 FCF - Maternity Home,25,71391 - FCF - Maternity Home
5/27/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,25,71171 - FCF - Boonrang Family Ministry
5/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,300,71390 - FCF - The Light Center
5/28/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,150,71171 - FCF - Boonrang Family Ministry
5/28/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,80,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
5/28/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,36.05,71230 - FCF - Home of the Peaceful Heart
5/30/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
5/31/2016,0,,,,,,,4171240 7 FCF - Home of the Swallow,103,71240 - FCF - Home of the Swallow
6/1/2016,0,,,,,,,4171117 7 FCF - BSR Hope Haven Ministries,50,71117 - FCF - BSR Hope Haven Ministries
6/1/2016,0,,,,,,,4171190 7 FCF - Education Matters,29.87,71190 - FCF - Education Matters
6/1/2016,0,,,,,,,4171390 7 FCF - The Light Center,20,71390 - FCF - The Light Center
6/2/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
6/2/2016,0,,,,,,,4171160 7 FCF - Connie's Home,51.5,71160 - FCF - Connie's Home
6/3/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
6/3/2016,0,,,,,,,4171420 7 FCF - The Wade Project,50,71420 - FCF - The Wade Project
6/3/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,103,71110 - FCF - Ban San Rak
6/5/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,25,71340 - FCF - New Life Ministries
6/6/2016,8712,,,,,,,4171410 7 FCF - The Well,"5,038.00",71410 - FCF - The Well
6/6/2016,1124,,,,,,,4171210 7 FCF - GOH Children's Center,"4,000.00",71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/6/2016,1748,,,,,,,4171380 7 FCF - Seed of Hope,"1,800.00",71380 - FCF - Seed of Hope
6/6/2016,11277,,,,,,,4171160 7 FCF - Connie's Home,"1,000.00",71160 - FCF - Connie's Home
6/6/2016,11801,,,,,,,4171310 7 FCF - Lahu Ministry,528,71310 - FCF - Lahu Ministry
6/6/2016,74895862,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
6/6/2016,75975088,,,,,,,4171210 7 FCF - GOH Children's Center,300,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
