Date,Check #,Donor,Address,Address 2,City,ST,Zip,Account,Amount,Memo
6/6/2016,3497,,,,,,,4171380 7 FCF - Seed of Hope,100,71380 - FCF - Seed of Hope
6/6/2016,73977861,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
6/6/2016,26691,,,,,,,4171190 7 FCF - Education Matters,500,71190 - FCF - Education Matters
6/6/2016,4875,,,,,,,4171110 7 FCF - Ban San Rak,25,71110 - FCF - Ban San Rak
6/7/2016,0,,,,,,,4171250 7 FCF - HUG Project,200,71250 - FCF - HUG Project
6/7/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,150,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/7/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,150,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/8/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
6/8/2016,0,,,,,,,4171160 7 FCF - Connie's Home,"10,000.00",71160 - FCF - Connie's Home
6/8/2016,0,,,,,,,4171160 7 FCF - Connie's Home,"10,000.00",71160 - FCF - Connie's Home
6/8/2016,0,,,,,,,4171160 7 FCF - Connie's Home,"3,500.00",71160 - FCF - Connie's Home
6/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,250,71171 - FCF - Boonrang Family Ministry
6/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
6/10/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,75,71380 - FCF - Seed of Hope
6/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
6/11/2016,0,,,,,,,4171290 7 FCF - Kingdom Kids,200,71290 - FCF - Kingdom Kids
6/11/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,180,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/11/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
6/11/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,90,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/11/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,30.9,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/13/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,75,71110 - FCF - Ban San Rak
6/13/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
6/13/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/13/2016,21171,,,,,,,4171310 7 FCF - Lahu Ministry,"1,800.00",71310 - FCF - Lahu Ministry
6/13/2016,7017,,,,,,,4171110 7 FCF - Ban San Rak,"1,000.00",71110 - FCF - Ban San Rak
6/13/2016,24778666,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
6/13/2016,6464,,,,,,,4171391 7 FCF - Maternity Home,50,71391 - FCF - Maternity Home
6/13/2016,77289299,,,,,,,4171210 7 FCF - GOH Children's Center,50,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/13/2016,6792,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,"1,941.36",71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund - Insurance
6/13/2016,25646,,,,,,,4171250 7 FCF - HUG Project,20,71250 - FCF - HUG Project
6/13/2016,995536,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,404.11,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund - Insurance contribution
6/13/2016,995533,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,361.72,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund - Insurance contribution
6/14/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,206,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/14/2016,0,,,,,,,4171390 7 FCF - The Light Center,30,71390 - FCF - The Light Center
6/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,257.5,71390 - FCF - The Light Center
6/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,150,71171 - FCF - Boonrang Family Ministry
6/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
6/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
6/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
6/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
6/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
6/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
6/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,25,71390 - FCF - The Light Center
6/15/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,20,71380 - FCF - Seed of Hope
6/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
6/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
6/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,36.05,71390 - FCF - The Light Center
6/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,25,71390 - FCF - The Light Center
6/17/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
6/18/2016,0,,,,,,,4171100 7 FCF - General Fund,350,71100 - FCF General Fund
6/19/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
6/19/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,50,71230 - FCF - Home of the Peaceful Heart
6/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
6/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,150,71390 - FCF - The Light Center
6/20/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
6/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,35,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,20,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/20/2016,126703,,,,,,,4171420 7 FCF - The Wade Project,"1,190.00",71420 - FCF - The Wade Project
6/20/2016,2294,,,,,,,4171160 7 FCF - Connie's Home,439.11,71160 - FCF - Connie's Home
6/20/2016,2154,,,,,,,4171240 7 FCF - Home of the Swallow,400,71240 - FCF - Home of the Swallow
6/20/2016,78402045,,,,,,,4171110 7 FCF - Ban San Rak,400,71110 - FCF - Ban San Rak
6/20/2016,26609438,,,,,,,4171171 7 FCF - Boonrang Family Ministry,200,71171 - FCF - Boonrang Family Ministry
6/20/2016,5877,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
6/20/2016,31895,,,,,,,4171160 7 FCF - Connie's Home,150,71160 - FCF - Connie's Home
6/20/2016,335,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
6/20/2016,78551450,,,,,,,4171110 7 FCF - Ban San Rak,200,71110 - FCF - Ban San Rak - Meen
6/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,515,71390 - FCF - The Light Center
6/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,56.65,71390 - FCF - The Light Center
6/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,154.5,71171 - FCF - Boonrang Family Ministry
6/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
6/21/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
6/21/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
6/22/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,206,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/22/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
6/22/2016,0,,,,,,,4171240 7 FCF - Home of the Swallow,100,71240 - FCF - Home of the Swallow
6/22/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,61.8,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/23/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,275,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/24/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,150,71340 - FCF - New Life Ministries
6/25/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
6/25/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
6/25/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
6/27/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
6/27/2016,158,,,,,,,4171310 7 FCF - Lahu Ministry,"3,516.00",71310 - FCF - Lahu Ministry
6/27/2016,3205,,,,,,,4171210 7 FCF - GOH Children's Center,400,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/27/2016,995093,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,200,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/27/2016,10946,,,,,,,4171210 7 FCF - GOH Children's Center,20,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
6/27/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/27/2016,0,,,,,,,4171391 7 FCF - Maternity Home,25,71391 - FCF - Maternity Home
6/27/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,25,71171 - FCF - Boonrang Family Ministry
6/28/2016,0,,,,,,,4171410 7 FCF - The Well,515,71410 - FCF - The Well
6/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,300,71390 - FCF - The Light Center
6/28/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,150,71171 - FCF - Boonrang Family Ministry
6/28/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,80,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
6/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
6/28/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,36.05,71230 - FCF - Home of the Peaceful Heart
6/29/2016,0,,,,,,,4171250 7 FCF - HUG Project,10,71250 - FCF - HUG Project
6/30/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,206,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/1/2016,0,,,,,,,4171117 7 FCF - BSR Hope Haven Ministries,50,71117 - FCF - BSR Hope Haven Ministries
7/1/2016,0,,,,,,,4171190 7 FCF - Education Matters,29.87,71190 - FCF - Education Matters
7/1/2016,0,,,,,,,4171390 7 FCF - The Light Center,20,71390 - FCF - The Light Center
7/1/2016,6068,,,,,,,4171140 7 FCF - Compass31,"1,600.00",71140 - FCF - Compass31
7/1/2016,0,,,,,,,4171420 7 FCF - The Wade Project,50,71420 - FCF - The Wade Project
7/2/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
7/3/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,103,71110 - FCF - Ban San Rak
7/5/2016,0,,,,,,,4171325 7 FCF - Living Mosaics,"2,500.00",71325 - FCF - Living Mosaics
7/5/2016,0,,,,,,,4171325 7 FCF - Living Mosaics,"2,000.00",71325 - FCF - Living Mosaics
7/5/2016,0,,,,,,,4171325 7 FCF - Living Mosaics,"2,000.00",71325 - FCF - Living Mosaics
7/5/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,25,71340 - FCF - New Life Ministries
7/6/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,51.5,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/7/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,257.5,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/7/2016,0,,,,,,,4171250 7 FCF - HUG Project,200,71250 - FCF - HUG Project
7/8/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,150,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
7/8/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
7/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
7/10/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,75,71380 - FCF - Seed of Hope
7/11/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,250,71171 - FCF - Boonrang Family Ministry
7/11/2016,0,,,,,,,4171290 7 FCF - Kingdom Kids,200,71290 - FCF - Kingdom Kids
7/11/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
7/11/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,30.9,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/11/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
7/11/2016,21273,,,,,,,4171310 7 FCF - Lahu Ministry,"1,800.00",71310 - FCF - Lahu Ministry
7/11/2016,1128,,,,,,,4171210 7 FCF - GOH Children's Center,"1,500.00",71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/11/2016,11281,,,,,,,4171160 7 FCF - Connie's Home,"1,000.00",71160 - FCF - Connie's Home
7/11/2016,84200727,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
7/11/2016,85595746,,,,,,,4171210 7 FCF - GOH Children's Center,300,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/11/2016,83846817,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
7/11/2016,338,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
7/11/2016,86486407,,,,,,,4171210 7 FCF - GOH Children's Center,50,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/11/2016,26853,,,,,,,4171190 7 FCF - Education Matters,500,71190 - FCF - Education Matters
7/13/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,75,71110 - FCF - Ban San Rak
7/13/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
7/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,257.5,71390 - FCF - The Light Center
7/15/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,206,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
7/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
7/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
7/15/2016,0,,,,,,,4171240 7 FCF - Home of the Swallow,77.25,71240 - FCF - Home of the Swallow
7/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
7/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
7/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
7/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,30,71390 - FCF - The Light Center
7/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,25,71390 - FCF - The Light Center
7/15/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,20,71380 - FCF - Seed of Hope
7/16/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,175,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
7/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
7/16/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,61.8,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/16/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
7/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,36.05,71390 - FCF - The Light Center
7/16/2016,0,,,,,,,4171390 7 FCF - The Light Center,25,71390 - FCF - The Light Center
7/17/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
7/17/2016,0,,,,,,,4171350 7 FCF - NVader,25.75,71350 - FCF - NVader
7/18/2016,0,,,,,,,4171100 7 FCF - General Fund,350,71100 - FCF General Fund
7/18/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,300,71171 - FCF - Boonrang Family Ministry
7/18/2016,126896,,,,,,,4171420 7 FCF - The Wade Project,"1,190.00",71420 - FCF - The Wade Project
7/18/2016,997216,,,,,,,4171110 7 FCF - Ban San Rak,400,71110 - FCF - Ban San Rak
7/18/2016,31131282,,,,,,,4171171 7 FCF - Boonrang Family Ministry,200,71171 - FCF - Boonrang Family Ministry
7/18/2016,31949,,,,,,,4171160 7 FCF - Connie's Home,150,71160 - FCF - Connie's Home
7/18/2016,5919,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
7/19/2016,995539,,,,,,,4171105 7 FCF - Cost Share Fund,421.11,71105 - FCF - Cost Share Fund
7/19/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
7/19/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,50,71230 - FCF - Home of the Peaceful Heart
7/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,200,71390 - FCF - The Light Center
7/20/2016,0,,,,,,,4171390 7 FCF - The Light Center,150,71390 - FCF - The Light Center
7/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,150,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/20/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
7/20/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,35,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
7/20/2016,0,,,,,,,4171100 7 FCF - General Fund,"3,880.00",71100 - FCF General Fund
7/20/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,"2,000.00",71340 - FCF - New Life Ministries
7/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,154.5,71171 - FCF - Boonrang Family Ministry
7/21/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
7/21/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
7/21/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
7/22/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
7/24/2016,0,,,,,,,4171250 7 FCF - HUG Project,340,71250 - FCF - HUG Project
7/24/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,150,71340 - FCF - New Life Ministries
7/25/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
7/25/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
7/25/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
7/25/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
7/25/2016,11289,,,,,,,4171160 7 FCF - Connie's Home,"1,000.00",71160 - FCF - Connie's Home
7/25/2016,31647069,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
7/25/2016,3509,,,,,,,4171380 7 FCF - Seed of Hope,100,71380 - FCF - Seed of Hope
7/25/2016,26971,,,,,,,4171110 7 FCF - Ban San Rak,"2,000.00",71110 - FCF - Ban San Rak - Webster Charitable Fund
7/26/2016,346,,,,,,,4171100 7 FCF - General Fund,153,71100 - FCF General Fund
7/26/2016,0,,,,,,,4171105 7 FCF - Cost Share Fund,920,71105 - FCF - Cost Share Fund
7/27/2016,0,,,,,,,4171250 7 FCF - HUG Project,300,71250 - FCF - HUG Project
7/27/2016,0,,,,,,,4171391 7 FCF - Maternity Home,25,71391 - FCF - Maternity Home
7/27/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,25,71171 - FCF - Boonrang Family Ministry
7/27/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,10,71340 - FCF - New Life Ministries
7/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,300,71390 - FCF - The Light Center
7/28/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,150,71171 - FCF - Boonrang Family Ministry
7/28/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,80,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
7/28/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
7/28/2016,0,,,,,,,4171230 7 FCF - Home of the Peaceful,36.05,71230 - FCF - Home of the Peaceful Heart
7/28/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,25,71340 - FCF - New Life Ministries
7/29/2016,0,,,,,,,4171390 7 FCF - The Light Center,36.04,71390 - FCF - The Light Center
7/29/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,25,71380 - FCF - Seed of Hope
8/1/2016,0,,,,,,,4171250 7 FCF - HUG Project,100,71250 - FCF - HUG Project
8/1/2016,0,,,,,,,4171117 7 FCF - BSR Hope Haven Ministries,50,71117 - FCF - BSR Hope Haven Ministries
8/1/2016,0,,,,,,,4171190 7 FCF - Education Matters,29.87,71190 - FCF - Education Matters
8/1/2016,0,,,,,,,4171390 7 FCF - The Light Center,20,71390 - FCF - The Light Center
8/1/2016,3911,,,,,,,4171391 7 FCF - Maternity Home,"10,000.00",71391 - FCF - Maternity Home
8/1/2016,1132,,,,,,,4171210 7 FCF - GOH Children's Center,"1,500.00",71210 - FCF - Garden of Hope Children's Center/Tawsaeng
8/1/2016,2425589832,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
8/1/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,"1,809.71",71380 - FCF - Seed of Hope
8/1/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,150,71380 - FCF - Seed of Hope
8/2/2016,0,,,,,,,4171100 7 FCF - General Fund,149.35,71100 - FCF General Fund
8/2/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
8/5/2016,0,,,,,,,4171340 7 FCF - New Life Ministries,25,71340 - FCF - New Life Ministries
8/6/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,300,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
8/6/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,51.5,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
8/7/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,"1,442.00",71171 - FCF - Boonrang Family Ministry
8/7/2016,0,,,,,,,4171250 7 FCF - HUG Project,200,71250 - FCF - HUG Project
8/8/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
8/8/2016,0,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,30,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund
8/8/2016,21371,,,,,,,4171310 7 FCF - Lahu Ministry,"1,800.00",71310 - FCF - Lahu Ministry
8/8/2016,11814,,,,,,,4171310 7 FCF - Lahu Ministry,"1,056.00",71310 - FCF - Lahu Ministry
8/8/2016,93634095,,,,,,,4171190 7 FCF - Education Matters,950,71190 - FCF - Education Matters
8/8/2016,1093,,,,,,,4171110 7 FCF - Ban San Rak,750,71110 - FCF - Ban San Rak
8/8/2016,27047,,,,,,,4171190 7 FCF - Education Matters,500,71190 - FCF - Education Matters
8/8/2016,94283259,,,,,,,4171110 7 FCF - Ban San Rak,500,71110 - FCF - Ban San Rak
8/8/2016,10894,,,,,,,4171190 7 FCF - Education Matters,319,71190 - FCF - Education Matters
8/8/2016,93191299,,,,,,,4171210 7 FCF - GOH Children's Center,300,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
8/8/2016,1692,,,,,,,4171140 7 FCF - Compass31,168.8,71140 - FCF - Compass31
8/8/2016,3517,,,,,,,4171380 7 FCF - Seed of Hope,100,71380 - FCF - Seed of Hope
8/8/2016,0,,,,,,,4171160 7 FCF - Connie's Home,"2,100.00",71160 - FCF - Connie's Home
8/9/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,93,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
8/9/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
8/10/2016,995542,,,,,,,4171135 7 FCF - CCF Chiang Mai Chr Fel GF,421.11,71135 - FCF - CCF Chiang Mai Christian Fellowship General Fund - Insurance contribution
8/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,250,71171 - FCF - Boonrang Family Ministry
8/10/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
8/10/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,75,71380 - FCF - Seed of Hope
8/11/2016,0,,,,,,,4171105 7 FCF - Cost Share Fund,975,71105 - FCF - Cost Share Fund
8/11/2016,0,,,,,,,4171390 7 FCF - The Light Center,100,71390 - FCF - The Light Center
8/11/2016,0,,,,,,,4171210 7 FCF - GOH Children's Center,30.9,71210 - FCF - Garden of Hope Children's Center/Tawsaeng
8/11/2016,0,,,,,,,4171380 7 FCF - Seed of Hope,50,71380 - FCF - Seed of Hope
8/12/2016,0,,,,,,,4171290 7 FCF - Kingdom Kids,200,71290 - FCF - Kingdom Kids
8/13/2016,0,,,,,,,4171110 7 FCF - Ban San Rak,75,71110 - FCF - Ban San Rak
8/13/2016,0,,,,,,,4171160 7 FCF - Connie's Home,50,71160 - FCF - Connie's Home
8/14/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,"5,000.00",71171 - FCF - Boonrang Family Ministry
8/14/2016,0,,,,,,,4171390 7 FCF - The Light Center,30,71390 - FCF - The Light Center
8/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,257.5,71390 - FCF - The Light Center
8/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,103,71171 - FCF - Boonrang Family Ministry
8/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,100,71171 - FCF - Boonrang Family Ministry
8/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
8/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,51.5,71171 - FCF - Boonrang Family Ministry
8/15/2016,0,,,,,,,4171390 7 FCF - The Light Center,50,71390 - FCF - The Light Center
8/15/2016,0,,,,,,,4171171 7 FCF - Boonrang Family Ministry,50,71171 - FCF - Boonrang Family Ministry
